,world_index,norm_pos_x,norm_pos_y
0,0,0.4172874074298567,1.0807471794329078
1,1,0.4138431052584451,1.0737529376175667
2,2,0.410184299472546,1.0639233189873911
3,3,0.4172397902285114,1.0584671532492265
4,4,0.4226833983781547,1.061053103186378
5,5,0.4289027106338182,1.0682745423319089
6,6,0.4275622099438459,1.072052803687204
7,7,0.4172157242339337,1.067113791609178
8,8,0.3125969172068552,0.9740212307586148
9,9,0.2373042088260412,0.8845774953021057
10,10,0.219669023370492,0.867631211089132
11,11,0.2095041169911153,0.8631352244262805
12,12,0.2109125504940578,0.8656280339813769
13,13,0.2480168188471026,0.9044710843623208
14,14,0.3925189036908972,1.0459503861871542
15,15,0.3996266149112574,1.060826268242251
16,16,0.4168937558708219,1.068641646212829
17,17,0.420341777044328,1.075259087367174
18,18,0.4246766477964186,1.0785708735475723
19,23,0.3562459684966076,0.5853754451980888
20,24,0.3316985571075044,0.5583747411779735
21,25,0.3082749266538459,0.5293427953824625
22,26,0.2895366220328894,0.5615245396935113
23,27,0.3024935315746223,0.5673452390061864
24,28,0.3256840433397003,0.6098548585242267
25,29,0.3250229124319089,0.625921303856249
26,30,0.3246252750095895,0.6264080729811586
27,31,0.3229868073894912,0.6166908763660055
28,32,0.3238578880056694,0.6177621288037576
29,33,0.3249509698373519,0.6278250505762483
30,34,0.3274311628294349,0.6306809245567965
31,35,0.329104458090789,0.6266263146558237
32,36,0.3369838252282615,0.6339614290076443
33,37,0.361352028692468,0.6742560393745749
34,38,0.362014094924295,0.6818764696688812
35,39,0.3616135964980044,0.6883002879482055
36,40,0.3590054811572863,0.685692053519798
37,41,0.3648111271238546,0.6892724843050115
38,42,0.3583814528076735,0.670126939006515
39,43,0.3539505789961748,0.6431061668080463
40,44,0.3410398485289383,0.644184627156765
41,45,0.3372679455285551,0.6540822104374512
42,46,0.3355408174354704,0.6565780918807855
43,47,0.3421144208028767,0.6445132083835756
44,48,0.3503484438055823,0.6594177622766604
45,49,0.3530027275653809,0.6649555334171564
46,50,0.3550408344324109,0.6720950378714011
