,world_index,norm_pos_x,norm_pos_y
223,224,0.4115232771571214,0.3623674662208639
224,225,0.4165694690984914,0.3700443719663975
225,226,0.4129133105479975,0.3711797730481713
226,227,0.411474657761442,0.3755524215290109
227,228,0.4051525516364522,0.3758970201391162
228,229,0.4040561615243052,0.3721143439405442
229,230,0.4051879092233718,0.372905871037137
230,231,0.404870508684056,0.3677542193544401
231,232,0.4038392847514294,0.3726663050936971
232,233,0.4023448567816242,0.375570747463645
233,234,0.4084047422376515,0.3819518728314826
234,235,0.405226223564421,0.3827890704226985
235,236,0.4022061068091048,0.3872129310142799
236,237,0.4022556233246827,0.3912693325974543
237,238,0.4029711860581336,0.3810602599330382
238,239,0.4001302613398309,0.3849990328289506
239,240,0.3996529854843485,0.3860254464182114
240,241,0.4075625771912759,0.3846458338768229
241,242,0.4043007344884594,0.389880015885707
242,243,0.4052324860913143,0.3947791887881083
243,244,0.4104000841520329,0.3829817006623298
244,245,0.4163555710555841,0.3829680407964592
245,246,0.4164915632966525,0.3875149647150399
246,247,0.4116309312065375,0.3883543135491807
247,248,0.4125085408924438,0.388037702074315
248,249,0.4086601828133964,0.3935147539807047
249,250,0.4078529833118499,0.3967396708280493
250,251,0.4168673239832621,0.3916468990583593
251,252,0.5908831248431005,0.3008032388253421
252,253,0.6298306630545863,0.3166225469492628
253,254,0.6406821586702489,0.3481051710205116
254,255,0.635584633489493,0.3434994996547762
255,256,0.6265780525125916,0.3300339109222004
256,257,0.6270157596797641,0.3324535539842592
257,258,0.6273200344091527,0.3293784854712149
258,259,0.6272436918251127,0.329331588853718
259,260,0.6263401450403058,0.3236840357888734
260,261,0.6281653495690881,0.3333214673593423
261,262,0.6278213640973684,0.3356914160818705
262,263,0.6249102088539651,0.3327570757414927
263,264,0.622183912270722,0.3276592249130861
264,265,0.626713435147495,0.3322458264529785
265,266,0.6208865289789365,0.3273196868892872
266,267,0.623746757480534,0.3308098869084821
267,268,0.6285022722146023,0.3397981434901196
268,269,0.6320440401694332,0.3445505117270295
269,270,0.6332111588885496,0.3382676551899408
270,271,0.6263160908914348,0.3355681823945154
271,272,0.6297018406045152,0.340048982016062
272,273,0.6303038433791702,0.3410760534934346
273,274,0.6268449358875433,0.3357275562909051
274,275,0.6303226446585487,0.3318994887458221
275,276,0.634938165779826,0.33501192993116
276,277,0.6359295495393066,0.337111813580452
277,278,0.6346160350266037,0.3408451799424206
278,279,0.6353753615378658,0.3388488929820352
279,280,0.6362763411001832,0.3388836396608568
280,281,0.6344898158830417,0.3358915024725113
281,282,0.6342826073470428,0.3351684127131951
282,283,0.6242042393197742,0.3299338595948355
283,284,0.6287315728052121,0.330151163637803
284,285,0.6262461686297013,0.3312827518042146
285,286,0.6335106030487087,0.3369583594132206
286,287,0.6346080347478854,0.3410268081035004
287,288,0.6381396378595063,0.3334395610299926
288,289,0.6500977843775142,0.3443127876418834
289,290,0.5786047208201202,0.1833434311452016
290,291,0.4232292676368797,0.2868774898045051
291,292,0.3935258415197417,0.4651811626724113
