,world_index,norm_pos_x,norm_pos_y
0,0,0.4939491964296865,0.4298026393696418
1,1,0.4916705557051353,0.4352367748024744
2,2,0.487850518970339,0.4269113037316815
3,3,0.5022444709218618,0.427866009178484
4,4,0.50998935540875,0.4229941765210405
5,5,0.5029226919160917,0.4223114064860134
6,6,0.5013661851124588,0.4266560470792102
7,7,0.5035636551639343,0.4298081017786642
8,8,0.4979196157346072,0.4287697480962142
9,9,0.4929743136083381,0.4218922541271123
10,10,0.4870315188042394,0.4255424430101348
11,11,0.4899220452722942,0.4235337036909492
12,12,0.482748700581074,0.429726616146976
13,14,0.4837905834812678,0.4270207532919848
14,15,0.471700412813215,0.4407064351121624
15,16,0.482664186253973,0.435674041125008
16,17,0.4801306794802019,0.444673381374658
17,18,0.4839509616979974,0.4411771483270961
18,19,0.4951003320230945,0.4356294572443537
19,20,0.4945849956171511,0.438287331202177
20,21,0.496675078085995,0.4309269335621489
21,22,0.501485048651365,0.4380687175299782
22,23,0.5016889512742627,0.4473147598252842
23,24,0.498634273624095,0.447152648312029
24,25,0.4929637972393069,0.4366938227421655
25,26,0.492306461282032,0.4247578770491164
26,27,0.4953406329045958,0.4214151527646884
27,28,0.4997843594304454,0.414391191543079
28,29,0.4876515748173136,0.4266482876727784
29,30,0.4880705344769713,0.4404091932354482
30,31,0.6501477481480447,0.3903525614220891
31,32,0.6479645792709433,0.3867857147733435
32,33,0.6594635501315546,0.4154526996641489
33,34,0.656886627497337,0.4052337591362432
34,35,0.6424235287415413,0.3965465547381155
35,36,0.6349807637821878,0.3954049048958002
36,37,0.6274270230809601,0.3907170637498925
37,38,0.6288508418627873,0.3860787430894008
38,39,0.6256576304500557,0.388948289481049
39,40,0.6257080371887417,0.4006435805580016
40,41,0.6284253596718244,0.4001889476318062
41,42,0.6346528802101848,0.3985161604371318
42,43,0.6401278691496233,0.4051257081963093
43,44,0.6447733988811716,0.4028595678728921
44,45,0.6247718789773727,0.3606697488713896
45,46,0.6190667730020398,0.3333401748727005
46,47,0.6235221363075097,0.3309446604564507
47,48,0.6212819730446846,0.3295924493146959
48,49,0.6242118419131486,0.3256908656768841
49,50,0.6252958018493631,0.3232798739239102
50,51,0.6249860596698231,0.3207076613622344
51,52,0.6273411355682155,0.326779486139208
52,53,0.6279130133897424,0.3273471902651015
53,54,0.62348275515565,0.3236216209569377
54,55,0.6269958106818012,0.3280905771219183
55,56,0.6235779588359435,0.3240757813184068
56,57,0.6224085631944687,0.3262079691563353
57,58,0.6244975190441955,0.3253202024710357
58,59,0.6309165783279752,0.330517443767144
59,60,0.6318552672635936,0.3352062880464103
60,61,0.62728050310861,0.3293681430514269
61,62,0.6250842640385855,0.3231601081126745
62,63,0.6211338615114878,0.326451184477499
63,64,0.6220708781945045,0.3271744647797565
64,65,0.6256938155147879,0.3293466438291698
65,66,0.6292446185100963,0.327451142662271
66,67,0.6295865352643759,0.3297703861426605
67,68,0.6305338664460062,0.3325692874811935
68,69,0.6305360834111639,0.3368157155494692
69,70,0.6317017674572128,0.3286397638225917
70,71,0.639413114333399,0.3337680259284499
71,72,0.6210238079777325,0.3385538665443655
72,73,0.6055571659056281,0.3226491665306413
73,74,0.6002192322169365,0.3221237173256356
74,75,0.6012775470062226,0.3215649834662748
75,76,0.5994529228951269,0.3210082544422642
76,77,0.5997675682511315,0.3215937891715246
77,78,0.6017908429573573,0.3252602791005193
78,79,0.6022082278708657,0.3240521282570791
79,80,0.5959062340357515,0.320948541883791
80,81,0.6004049887177136,0.3173775204474083
81,82,0.6041203612542565,0.3239846039407875
82,83,0.605807222118642,0.3286378718230585
83,84,0.5994560261168481,0.3265472664456099
84,85,0.5936427322865577,0.3247683602483384
85,86,0.5984308812165218,0.3199674309494161
86,87,0.6035305407061886,0.324049758867635
87,88,0.6041300528010447,0.3219716522155558
88,89,0.5986059292458372,0.3230279422622347
89,90,0.600708276699876,0.3215561733428554
90,91,0.5967869870081828,0.3179199469359288
91,92,0.6001460344407733,0.3211693400633564
92,93,0.6030192258501847,0.3212880615418707
93,94,0.6046561451812916,0.3240364531191165
94,95,0.6048088820690024,0.3263315995203835
95,96,0.6102125217386661,0.3271862086292155
96,97,0.6104420206181186,0.3254891388820763
97,98,0.6117272931925393,0.3231262574770071
98,99,0.6071800622298273,0.3255836647746538
99,100,0.610965623329534,0.3278029236819274
100,101,0.6109886072583255,0.3278507371072834
101,102,0.6090661212922456,0.3256477976937232
102,103,0.6049356967276275,0.3211542248876382
103,104,0.6072042543478792,0.321639560532201
104,105,0.612919973412379,0.322968965578189
105,106,0.615172157679697,0.3277160253862367
106,107,0.6138715802784217,0.3286165407547715
107,108,0.612368217044316,0.3289796668049394
108,109,0.6078185667900051,0.323403628702548
109,110,0.6071814883700813,0.3216457122715377
110,111,0.611678615895473,0.3285353534768427
111,112,0.6169982772700134,0.3397416902682737
112,113,0.614012852028997,0.3368622957520973
113,114,0.6048218314454049,0.3283597204711954
114,115,0.6078214190498823,0.3301328628594014
115,116,0.6107368066943395,0.3346450292926426
116,117,0.6140041015460028,0.3355016693986116
117,118,0.6102509983548795,0.3309662971799337
118,119,0.6119431812620647,0.333561200945708
119,120,0.6130069386839545,0.3383749457136318
120,121,0.6128824865855982,0.3317692339264825
121,122,0.6082103820445341,0.3241350272279958
122,123,0.6100138388774655,0.3189355691182161
123,124,0.6121122506971722,0.3160667448244282
124,125,0.6134681280008987,0.3249050160268908
125,126,0.6158466676049319,0.3283138966515762
126,127,0.6143947665940714,0.3265168498964568
127,128,0.6099132816339983,0.3242438546469294
128,129,0.6030430429332444,0.3279920093017389
129,130,0.6035796437571027,0.3280823651880046
130,131,0.6032232904087764,0.3265691316503455
131,132,0.6006829271926309,0.3201163117325797
132,133,0.6003789707878694,0.3198994468101636
133,134,0.6015432969004395,0.325482674851702
134,135,0.5939327539618078,0.3198564628631715
135,136,0.5946701241934017,0.3149728379713619
136,137,0.5946591455694171,0.3080590445543234
137,138,0.5947468341130605,0.3052671178266796
138,139,0.5979806848748481,0.3006105450833484
139,140,0.6004395858801395,0.3053896094468395
140,141,0.601767056120377,0.3051784569024482
141,142,0.5949540373114461,0.2989219732474362
142,143,0.5929382031440583,0.2930223126289228
143,144,0.587451393661054,0.2858811574647859
144,145,0.6001777297926107,0.3033845175601606
145,146,0.6089870222832141,0.3113811279812182
146,147,0.6015148719445411,0.3038164091885598
147,148,0.596625074620178,0.3107639283499712
148,149,0.592908906166221,0.3170914377804446
149,150,0.5887638689537117,0.3217221318439789
150,151,0.594338995725595,0.3144142874795665
151,152,0.5946890771322076,0.3058105937679385
152,153,0.5961191230187985,0.300553663266154
153,154,0.59867658206992,0.3017298694440893
154,155,0.6015086752609985,0.3029752891166543
155,156,0.5974708134001779,0.3012757082873223
156,157,0.5980347077624316,0.300441361452493
157,158,0.5981915251915644,0.2956251625393338
158,159,0.6053134952628567,0.3000380169055187
159,160,0.604881869644387,0.3035359583151794
160,161,0.5985386446189803,0.296311172710222
161,162,0.6006383849988172,0.3008474760581329
162,163,0.6061336928824268,0.2992337794678195
163,164,0.6037371488260211,0.295487215613991
164,165,0.5984017765048948,0.2923837238026914
165,166,0.6026105195451454,0.3034349563391846
166,167,0.6102767240069157,0.3020075985022513
167,168,0.6120947064764896,0.3008949910105853
168,169,0.6072534658327415,0.2953776174565565
169,170,0.6055578687439781,0.2955952289342044
170,171,0.6050238587823565,0.2971532105312348
171,172,0.6115454481514069,0.296679904210777
172,173,0.6120684985240552,0.2982079832886938
173,174,0.6158716071612415,0.2993332713907094
174,175,0.6261383815176973,0.3088702791607638
175,176,0.6270221794978906,0.3131632086798522
176,177,0.619309651644818,0.3038602094885887
177,178,0.614692666412738,0.3000585221499958
178,179,0.6131875453447818,0.3095860313521127
179,180,0.6092223285331413,0.3227104905379964
180,181,0.6080587161215721,0.3222169121103622
181,182,0.6104215169049252,0.3244121021702427
182,183,0.6168761718383905,0.3303071554220961
183,184,0.6169563463887651,0.3323935237021453
184,185,0.612090506309427,0.329046793141832
185,186,0.6138176282882711,0.3368190051948027
186,187,0.6170324286093023,0.3383343629323663
187,188,0.6264292902091845,0.3248152949099393
188,189,0.627172427941512,0.3242155540872051
189,190,0.6297677501105757,0.3258028026989746
190,191,0.6267669741862768,0.3336206076249355
191,192,0.6331660328661454,0.337090710833326
192,193,0.6319118832604812,0.3425024301273467
193,194,0.6280071917902806,0.3424457985236254
194,195,0.6232655135587685,0.3439716939065603
195,196,0.620835635557626,0.3444046864556347
196,197,0.6209949122405741,0.3384880264330087
197,198,0.4956593492097208,0.3363102175968304
198,199,0.4518580302888145,0.3201792682873183
199,200,0.397167226822361,0.3498121621931516
200,201,0.3941703501155026,0.3598554183980553
201,202,0.3922707619659871,0.3681471081474124
202,203,0.397012217592317,0.37532430577628
203,204,0.3945917309384003,0.3819990861718181
204,205,0.3915959384544096,0.3861251104201028
205,206,0.3874105836150404,0.3906365540197211
206,207,0.3791754737660895,0.4005122986695755
207,208,0.3795120336551813,0.3862335607298767
208,209,0.3802044018493094,0.382434231811128
209,210,0.3857443093514413,0.3769077230430711
210,211,0.3873776588850129,0.3785658140382524
211,212,0.3895026861871038,0.3807197473609691
212,213,0.390938655757247,0.3791656353625481
213,214,0.3999488829893704,0.3744894194923651
214,215,0.4042434821486577,0.3670012811651851
215,216,0.4015180262491229,0.3672042908507106
216,217,0.4031331149354823,0.3672746433577897
217,218,0.4094620766347469,0.3616490103582983
218,219,0.408444479623218,0.3635693427405274
219,220,0.4139053366000498,0.3635234028110095
220,221,0.4086237431304888,0.3697632358125293
221,222,0.4110077189752939,0.3637138138610787
222,223,0.4133756429487362,0.3619189594658093
