gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
322066.43972799997,0,1.0,0.37121199359947754,0.5652705179915555,322066.43972799997-0,-103.25736427540403,-55.24061529769757,507.2371067580613,49.941611910521644,8.23754635474874,35.53741766678156,-0.3063979523718514,-0.12695632330489262,0.9433993781825597,,,,,,
322066.447719,0,1.0,0.37193988826455193,0.5644059570912816,322066.447719-0,-102.66605992796022,-54.842702104854155,507.48209742312025,49.941611910521644,8.23754635474874,35.53741766678156,-0.30521534367696357,-0.12616049691920575,0.9438893595126774,,,,,,
322066.455596,1,1.0,0.37188141731250757,0.5631605886731677,322066.455596-0,-102.71745279233774,-54.25678589020565,507.54342229098694,49.941611910521644,8.23754635474874,35.53741766678156,-0.3053181294057188,-0.1249886644899088,0.9440120092484108,,,,,,
322066.463673,1,1.0,0.3727727759958056,0.5619812153949286,322066.463673-0,-101.99336381267804,-53.71243439615333,507.8487165332745,49.941611910521644,8.23754635474874,35.53741766678156,-0.30386995144639933,-0.12389996150180414,0.944622597732986,,,,,,
322066.475779,1,1.0,0.3719603292595811,0.5617379097253667,322066.475779-0,-102.65723439445507,-53.589024295412884,507.65082275927693,49.941611910521644,8.23754635474874,35.53741766678156,-0.3051976926099534,-0.12365314130032322,0.9442268101849908,,,,,,
322066.483821,1,1.0,0.3721158434019628,0.5610237410064681,322066.483821-0,-102.53240037483074,-53.25506305531603,507.73476472153504,49.941611910521644,8.23754635474874,35.53741766678156,-0.3049480245707047,-0.12298521882012953,0.9443946941095072,,,,,,
322066.491614,2,1.0,0.370591230304779,0.5617507769240682,322066.491614-0,-103.77415863266266,-53.57982237520967,507.28955047554746,49.941611910521644,8.23754635474874,35.53741766678156,-0.30743154108636866,-0.12363473745991684,0.9435042656175319,,,,,,
322066.49962899997,2,1.0,0.3692701680640157,0.5621133339489475,322066.49962899997-0,-104.85016721257604,-53.73538906181337,506.9171588434265,49.941611910521644,8.23754635474874,35.53741766678156,-0.3095835582461953,-0.12394587083312421,0.9427594823532899,,,,,,
322066.50742,2,1.0,0.36829045392877297,0.5602470602066947,322066.50742-0,-105.65411765955818,-52.84785535059568,506.76829806199856,49.941611910521644,8.23754635474874,35.53741766678156,-0.31119145914015955,-0.1221708034106888,0.942461760790434,,,,,,
322066.515603,2,1.0,0.3690606370678788,0.5624144819685035,322066.515603-0,-105.02003624465702,-53.87449475730125,506.84303183865376,49.941611910521644,8.23754635474874,35.53741766678156,-0.3099232963103573,-0.12422408222409996,0.9426112283437444,,,,,,
322066.523542,3,1.0,0.36906477014279976,0.564151619381339,322066.523542-0,-105.01143482809073,-54.69044518777897,506.73760992782576,49.941611910521644,8.23754635474874,35.53741766678156,-0.30990609347722475,-0.12585598308505544,0.9424003845220884,,,,,,
322066.531732,3,1.0,0.36925615616192736,0.5627295961370926,322066.531732-0,-104.85974051789981,-54.02470924328541,506.8758871493571,49.941611910521644,8.23754635474874,35.53741766678156,-0.30960270485684294,-0.12452451119606829,0.942676938965151,,,,,,
322066.539566,3,1.0,0.3708020709363411,0.5667952309634585,322066.539566-0,-103.58713546793514,-55.95215604331766,507.03355321239724,49.941611910521644,8.23754635474874,35.53741766678156,-0.3070574947569135,-0.1283794047961328,0.9429922710912314,,,,,,
322066.54771899997,3,1.0,0.369176322538074,0.5685313200562223,322066.54771899997-0,-104.90717628021808,-56.748384162476704,506.49249156520534,49.941611910521644,8.23754635474874,35.53741766678156,-0.30969757638147943,-0.12997186103445088,0.9419101477968475,,,,,,
322066.559793,4,1.0,0.3691630378103693,0.5684617024951637,322066.559793-0,-104.91821574605386,-56.71554037013418,506.4933925764175,49.941611910521644,8.23754635474874,35.53741766678156,-0.309719655313151,-0.12990617344976585,0.9419119498192717,,,,,,
322066.567857,4,1.0,0.369211303543282,0.5696396776314597,322066.567857-0,-104.87525622489086,-57.26917231645291,506.4308314555861,49.941611910521644,8.23754635474874,35.53741766678156,-0.309633736270825,-0.13101343734240328,0.941786827577609,,,,,,
