# timestamps [seconds],pts
322069.347870,190782
322069.355629,191291
322069.363609,191814
322069.371883,192356
322069.379853,192878
322069.387666,193390
322069.395807,193924
322069.403773,194446
322069.416573,195285
322069.423703,195752
322069.431604,196270
322069.439649,196797
322069.448072,197349
322069.455573,197840
322069.463626,198368
322069.471569,198889
322069.479779,199427
322069.487574,199938
322069.499551,200723
322069.507575,201248
322069.515568,201772
322069.523861,202316
322069.531747,202832
322069.539745,203357
322069.547857,203888
322069.555612,204396
322069.563795,204933
322069.571748,205454
322069.583875,206249
322069.591734,206764
322069.599688,207285
322069.607576,207802
322069.615928,208349
322069.623640,208855
322069.631651,209380
322069.639628,209902
322069.647821,210439
322069.655679,210954
322069.667722,211744
322069.675757,212270
322069.683860,212801
322069.691586,213308
322069.699644,213836
322069.707582,214356
322069.715814,214895
322069.723599,215406
322069.731725,215938
322069.739741,216463
322069.751799,217254
322069.759690,217771
322069.767693,218295
322069.775597,218813
322069.783872,219355
322069.791652,219865
322069.799695,220392
322069.807641,220913
322069.815590,221434
322069.823613,221960
322069.835616,222747
322069.843715,223277
322069.851748,223804
322069.859714,224326
322069.867860,224860
322069.875621,225368
322069.883682,225897
322069.891623,226417
322069.899505,226934
322069.907506,227458
322069.919581,228249
322069.927593,228774
322069.935512,229293
322069.943616,229824
322069.951836,230363
322069.959704,230879
322069.967803,231409
322069.975629,231922
322069.983776,232456
322069.991623,232970
322070.003660,233759
322070.011650,234283
322070.019840,234820
322070.027825,235343
322070.035623,235854
322070.043771,236388
322070.052033,236929
322070.059665,237430
322070.067886,237968
322070.075811,238488
322070.087513,239255
322070.095510,239779
322070.103494,240302
322070.111537,240829
322070.119551,241354
322070.127619,241883
322070.135516,242400
322070.143743,242940
322070.151810,243468
322070.159756,243989
322070.171726,244774
322070.179785,245302
322070.187929,245835
322070.195596,246338
322070.203564,246860
322070.211784,247399
322070.219619,247912
322070.227836,248451
322070.235878,248978
322070.243819,249498
322070.255878,250288
322070.263591,250794
322070.271647,251322
322070.279644,251846
