# timestamps [seconds],pts
322198.628041,703033
322198.660218,705141
322198.692112,707232
322198.728119,709591
322198.760510,711714
322198.796197,714053
322198.828352,716160
322198.860297,718254
322198.896217,720608
322198.929270,722774
322198.965421,725143
322198.996308,727167
322199.028383,729269
322199.064493,731636
322199.096262,733718
322199.128389,735823
322199.164238,738172
322199.196981,740318
322199.228214,742365
322199.264394,744736
322199.296322,746829
322199.333031,749234
322199.364500,751297
322199.396260,753378
322199.432335,755742
322199.464257,757834
322199.500290,760196
322199.532427,762302
322199.564631,764412
322199.600019,766731
322199.632218,768842
322199.664395,770950
322199.700433,773312
322199.732254,775397
322199.768463,777770
322199.800112,779844
322199.832228,781949
322199.868129,784302
322199.900427,786419
322199.932305,788508
322199.968572,790884
322200.000277,792962
322200.036037,795306
322200.068139,797410
322200.100253,799514
322200.136171,801868
322200.168303,803974
322200.200126,806059
322200.236152,808420
322200.268188,810520
322200.304439,812896
322200.336433,814992
322200.368368,817085
322200.404375,819445
322200.436118,821525
322200.472033,823879
322200.504360,825997
322200.536228,828086
