gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
322187.903275,0,1.0,0.2548782000352668,0.5232191170765088,322187.903275-0,-195.9872895816909,-34.59906252199676,469.8568518036043,50.58187151246483,8.87034755369305,37.05890912712187,-0.49313832218831155,-0.08693882015137963,0.8655958853529648,,,,,,
322187.91122099996,0,1.0,0.2546049228687054,0.5233871711897209,322187.91122099996-0,-196.1965360563746,-34.67395175464058,469.7300446972382,50.58187151246483,8.87034755369305,37.05890912712187,-0.49355681513767885,-0.08708859861666728,0.8653422711402328,,,,,,
322187.919054,1,1.0,0.25529993608567475,0.5243501697724638,322187.919054-0,-195.65760521430065,-35.12253246621269,469.99163670599506,50.58187151246483,8.87034755369305,37.05890912712187,-0.49247895345353093,-0.08798576003981146,0.8658654551577465,,,,,,
322187.927231,1,1.0,0.2553414732590281,0.5249649529594098,322187.927231-0,-195.62269466313688,-35.405450815062125,469.98264984030226,50.58187151246483,8.87034755369305,37.05890912712187,-0.4924091323512034,-0.08855159673751031,0.8658474814263609,,,,,,
322187.935388,1,1.0,0.257444856436685,0.5231985741955013,322187.935388-0,-194.01285564432496,-34.611575965387416,470.9745020414309,50.58187151246483,8.87034755369305,37.05890912712187,-0.4891894543135796,-0.08696384703816093,0.8678311858286182,,,,,,
322187.947268,1,1.0,0.25839339891074176,0.5257089139027549,322187.947268-0,-193.27039206615763,-35.774333452778905,471.27420826501776,50.58187151246483,8.87034755369305,37.05890912712187,-0.4877045271572449,-0.08928936201294393,0.8684305982757917,,,,,,
322187.95543699997,2,1.0,0.2592175373251324,0.5237851950171901,322187.95543699997-0,-192.64460327183875,-34.896603189735515,471.71433125667824,50.58187151246483,8.87034755369305,37.05890912712187,-0.4864529495686072,-0.08753390148685712,0.8693108442591128,,,,,,
322187.963274,2,1.0,0.25913844324019125,0.5258153838787996,322187.963274-0,-192.6958709070033,-35.82988336403306,471.5906449062118,50.58187151246483,8.87034755369305,37.05890912712187,-0.4865554848389363,-0.08940046183545224,0.8690634715581801,,,,,,
322188.10410299996,6,1.0,0.25716644639200553,0.5227800311393085,322188.10410299996-0,-194.22917637632096,-34.41672624319099,470.87197955457884,50.58187151246483,8.87034755369305,37.05890912712187,-0.48962209577757154,-0.08657414759376807,0.8676261408549139,,,,,,
322188.115342,6,1.0,0.26035809302096735,0.5181709257438787,322188.115342-0,-191.79150513143873,-32.32228699411684,472.44185913003946,50.58187151246483,8.87034755369305,37.05890912712187,-0.48474675328780703,-0.08238526909561976,0.8707659000058352,,,,,,
322188.123434,7,1.0,0.2597979312163786,0.5200739304660067,322188.123434-0,-192.21466152656507,-33.19371339557243,472.12264965336215,50.58187151246483,8.87034755369305,37.05890912712187,-0.4855930660780599,-0.08412812189853096,0.8701274810524805,,,,,,
322188.13142399996,7,1.0,0.261857564157529,0.5210788286309245,322188.13142399996-0,-190.6210615514823,-33.67323813777279,472.96163726479017,50.58187151246483,8.87034755369305,37.05890912712187,-0.48240586612789427,-0.08508717138293168,0.8718054562753367,,,,,,
322188.139448,7,1.0,0.26324607875835276,0.5226464382444611,322188.139448-0,-189.54154056068452,-34.40672802805769,473.48512477352403,50.58187151246483,8.87034755369305,37.05890912712187,-0.4802468241462987,-0.08655415116350149,0.8728524312928044,,,,,,
322188.147229,7,1.0,0.26286674477281097,0.5231824022316103,322188.147229-0,-189.8320504241305,-34.65034483079071,473.30092392331244,50.58187151246483,8.87034755369305,37.05890912712187,-0.48082784387319055,-0.0870413847689675,0.8724840295923812,,,,,,
322188.155276,8,1.0,0.2626474414472365,0.5277032405315956,322188.155276-0,-189.98006278419479,-36.729962565926314,473.006804505049,50.58187151246483,8.87034755369305,37.05890912712187,-0.4811238685933192,-0.09120062023923872,0.8718957907558542,,,,,,
322188.16320999997,8,1.0,0.2633556031583389,0.5281779904161783,322188.16320999997-0,-189.43087508713703,-36.95493760745124,473.2858279544852,50.58187151246483,8.87034755369305,37.05890912712187,-0.4800254931992037,-0.09165057032228857,0.8724538376547267,,,,,,
322188.171291,8,1.0,0.264728918179279,0.5303295739442413,322188.171291-0,-188.35934796064896,-37.95829956863016,473.76724594403464,50.58187151246483,8.87034755369305,37.05890912712187,-0.4778824389462276,-0.09365729424464643,0.8734166736338256,,,,,,
322188.17952,8,1.0,0.2642214580195769,0.5295679579237972,322188.17952-0,-188.75523128305784,-37.60287305684643,473.5883938031624,50.58187151246483,8.87034755369305,37.05890912712187,-0.47867420559104545,-0.09294644122107897,0.873058969352081,,,,,,
322188.187314,9,1.0,0.26509386514793937,0.53250720705571,322188.187314-0,-188.0667256102122,-38.96456745752747,473.8181883614016,50.58187151246483,8.87034755369305,37.05890912712187,-0.477297194245354,-0.09566983002244105,0.8735185584685595,,,,,,
322188.199236,9,1.0,0.2672906829376038,0.5345549352928959,322188.199236-0,-186.35726486208677,-39.92895256188881,474.6414430133717,50.58187151246483,8.87034755369305,37.05890912712187,-0.47387827274910305,-0.09759860023116375,0.8751650677724997,,,,,,
322188.207435,9,1.0,0.2675323902923231,0.5354720689124747,322188.207435-0,-186.16570150490764,-40.35384279193097,474.69753374245636,50.58187151246483,8.87034755369305,37.05890912712187,-0.47349514603474496,-0.09844838069124805,0.875277249230669,,,,,,
322188.215184,9,1.0,0.2670870316734474,0.535051167626089,322188.215184-0,-186.51250276456656,-40.155561898504644,474.53201445883013,50.58187151246483,8.87034755369305,37.05890912712187,-0.4741887485540628,-0.09805181890439542,0.8749462106634165,,,,,,
322188.223282,10,1.0,0.26832177620897546,0.5329601625554594,322188.223282-0,-185.5664869658069,-39.20408301934957,475.14885641317346,50.58187151246483,8.87034755369305,37.05890912712187,-0.47229671695654335,-0.09614886114608522,0.8761798945721032,,,,,,
322188.231447,10,1.0,0.2706662087407724,0.5325160289378814,322188.231447-0,-183.7513256548982,-39.02168761764389,476.14239284345246,50.58187151246483,8.87034755369305,37.05890912712187,-0.4686663943347261,-0.09578407034267389,0.8781669674326612,,,,,,
322188.239403,10,1.0,0.2703894835940312,0.5319303598118093,322188.239403-0,-183.96872589426332,-38.749000291211345,476.05596488828854,50.58187151246483,8.87034755369305,37.05890912712187,-0.4691011948134564,-0.09523869568980879,0.8779941115223333,,,,,,
322188.247173,10,1.0,0.2710851469555132,0.5311912642553273,322188.247173-0,-183.4325632804156,-38.41468300036623,476.37812131123565,50.58187151246483,8.87034755369305,37.05890912712187,-0.4680288695857609,-0.09457006110811855,0.8786384243682276,,,,,,
322188.255295,11,1.0,0.27036419280924195,0.5293196816118905,322188.255295-0,-184.00059662077248,-37.54483783861358,476.1678890051432,50.58187151246483,8.87034755369305,37.05890912712187,-0.46916493626647465,-0.09283037078461326,0.8782179597560427,,,,,,
322188.263413,11,1.0,0.27155615585985104,0.5268801375647273,322188.263413-0,-183.087065365453,-36.43022000750827,476.77095867429625,50.58187151246483,8.87034755369305,37.05890912712187,-0.46733787375583563,-0.09060113512240266,0.8794240990943487,,,,,,
322188.27154499997,11,1.0,0.2720822286230145,0.5271402466463972,322188.27154499997-0,-182.67748587967287,-36.55490266618845,476.9755135323979,50.58187151246483,8.87034755369305,37.05890912712187,-0.4665187147842754,-0.090850500439763,0.879833208810552,,,,,,
322188.28319,11,1.0,0.2732991687721136,0.524921166122953,322188.28319-0,-181.7424005882531,-35.54134578327392,477.57341977099924,50.58187151246483,8.87034755369305,37.05890912712187,-0.46464854420143575,-0.08882338667393394,0.8810290212877548,,,,,,
322188.291184,12,1.0,0.27467634227716775,0.5252688717572696,322188.291184-0,-180.6703636083892,-35.71377298046065,478.1197438742181,50.58187151246483,8.87034755369305,37.05890912712187,-0.462504470241708,-0.08916824106830738,0.8821216694941925,,,,,,
322188.299208,12,0.99,0.2910209785174166,0.5222720954517298,322188.299208-0,-167.91410313466162,-34.46447932826333,484.6989451405611,50.58187151246483,8.87034755369305,37.05890912712187,-0.4369919492942527,-0.08666965376391274,0.8952800720268784,,,,,,
