pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
322187.903275,0,0,1.0,0.4527082126287244,0.2609796844483738,29.223938888447723,pye3d 0.3.0 real-time,144.8666280411918,177.3648757323903,18.32604164624496,29.223938888447723,175.7638961857776,2.129596745236059,1.0,,6.411004904286639,4.864608966946923,36.73013812811142,10.392304845413264,-2.31101563904231,4.6711377518829496,31.08311001319208,-0.8392768180947356,-0.01861677634960481,-0.5433855337116776,1.0647983726180295,1.5894141786928468,-2.5670157024764326,218.87093391388754,164.67180387590665,229.2253466560707,229.2253466560707,0.0
322187.903275,0,0,1.0,0.4527094841003418,0.26096509297688797,29.22673225402832,2d c++,144.86703491210938,177.36837768554688,18.552886962890625,29.22673225402832,176.3887481689453,,,,,,,,,,,,,,,,,,,,,
322187.91122099996,0,0,1.0,0.4526993198156973,0.26053966920101457,29.483711443387456,pye3d 0.3.0 real-time,144.86378234102312,177.4704793917565,18.47647500328113,29.483711443387456,175.75250081147834,2.1480141655152565,1.0,,6.411004904286639,4.864608966946923,36.73013812811142,10.392304845413264,-2.313893040338842,4.671793940688173,31.087534276916575,-0.8395536961635889,-0.018553634552382386,-0.5429598087362939,1.0740070827576282,1.5893510259878882,-2.567523630582089,218.87093391388754,164.67180387590665,229.2253466560707,229.2253466560707,0.0
322187.91122099996,0,0,1.0,0.4526972770690918,0.26053225199381513,29.485309600830078,2d c++,144.86312866210938,177.47225952148438,18.355060577392578,29.485309600830078,176.03738403320307,,,,,,,,,,,,,,,,,,,,,
322187.919054,1,0,1.0,0.45267244145643293,0.2604166601428245,29.229524612667213,pye3d 0.3.0 real-time,144.85518126605854,177.50000156572213,18.332147746916927,29.229524612667213,175.67381234303974,2.1299611100359446,1.0,,6.411004904286639,4.864608966946923,36.73013812811142,10.392304845413264,-2.3082983001811375,4.683166592655612,31.078516211053497,-0.8390153420409062,-0.017459300606582236,-0.5438275725285635,1.0649805550179723,1.588256514534729,-2.566502460051003,218.87093391388754,164.67180387590665,229.2253466560707,229.2253466560707,0.0
322187.919054,1,0,1.0,0.45267438888549805,0.26043287913004554,29.22607421875,2d c++,144.85580444335938,177.49610900878906,18.407207489013672,29.22607421875,175.01943969726562,,,,,,,,,,,,,,,,,,,,,
322187.927231,1,0,1.0,0.4523557580129731,0.26044731526331266,29.11680030425018,pye3d 0.3.0 real-time,144.7538425641514,177.49264433680497,18.254077212135925,29.11680030425018,175.64627317125218,2.1223485043937953,1.0,,6.411004904286639,4.864608966946923,36.73013812811142,10.392304845413264,-2.308652733950712,4.689072896797366,31.07887652029273,-0.8390494474462852,-0.016890966225555977,-0.5437929017558529,1.0611742521968976,1.5876880963023758,-2.5665501108812028,218.87093391388754,164.67180387590665,229.2253466560707,229.2253466560707,0.0
322187.927231,1,0,1.0,0.45235610008239746,0.2604452768961588,29.11719512939453,2d c++,144.7539520263672,177.49313354492188,18.298215866088867,29.11719512939453,175.7358856201172,,,,,,,,,,,,,,,,,,,,,
322187.935388,1,0,1.0,0.45254015095064953,0.2611021287073637,28.872265554250543,pye3d 0.3.0 real-time,144.81284830420785,177.33548911023271,18.174715315944447,28.872265554250543,175.67856572641094,2.1055883096098214,1.0,,6.411004904286639,4.864608966946923,36.73013812811142,10.392304845413264,-2.2858441630266046,4.679591543268612,31.044139108298964,-0.8368546916858078,-0.01780330989424064,-0.5471355107834448,1.0527941548049107,1.5886005773064222,-2.5625507890404617,218.87093391388754,164.67180387590665,229.2253466560707,229.2253466560707,0.0
322187.935388,1,0,1.0,0.4525421619415283,0.2611005783081055,28.872438430786133,2d c++,144.81349182128906,177.3358612060547,18.38707160949707,28.872438430786133,175.7689666748047,,,,,,,,,,,,,,,,,,,,,
