pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
222592.953884,1,0,0.9571295380592346,0.28383517265319824,0.3551337560017903,39.900962829589844,2d c++,90.82725524902344,154.7678985595703,35.87075424194336,39.900962829589844,179.11585998535156,,,,,,,,,,,,,,,,,,,,,
222592.953884,1,0,0.9571295380592346,0.2838158709179207,0.3550794623742697,39.92135499138463,pye3d 0.3.0 real-time,90.82107869373463,154.7809290301753,35.997684537151635,39.92135499138463,0.8609776764024986,3.616554462947943,1.0,,-2.841247538055094,4.222551548746946,44.30425044869154,10.392304845413264,-6.341004373077394,3.6750161926407205,34.534301261027956,-0.3367642584663929,-0.052686614206461146,-0.9401137989110893,1.8082772314739715,1.6235073467804786,-1.9147721180196529,138.06793073046845,152.23103019981002,189.95860946412566,189.95860946412566,0.0
222592.962186,1,0,0.9164208173751831,0.28184940814971926,0.354734992980957,39.87421417236328,2d c++,90.19181060791016,154.8636016845703,35.23869323730469,39.87421417236328,177.1387481689453,,,,,,,,,,,,,,,,,,,,,
222592.962186,1,0,0.9164208173751831,0.2817675396280014,0.3546391383474652,39.9069213048131,pye3d 0.3.0 real-time,90.16561268096044,154.88660679660836,35.854755461326675,39.9069213048131,0.2577624523379143,3.6168354477786657,1.0,,-2.841247538055094,4.222551548746946,44.30425044869154,10.392304845413264,-6.411975006763132,3.723357466698652,34.557419650290356,-0.34359341087689615,-0.04803497294140841,-0.9378892308671097,1.8084177238893329,1.6188497912608972,-1.9219597836798787,138.06793073046845,152.23103019981002,189.95860946412566,189.95860946412566,0.0
222592.96990199998,1,0,1.0,0.2824159860610962,0.35332368214925125,39.12675476074219,2d c++,90.37311553955078,155.2023162841797,36.45576095581055,39.12675476074219,168.49758911132812,,,,,,,,,,,,,,,,,,,,,
222592.96990199998,1,0,1.0,0.2826144881552587,0.3530260422336384,39.23624687729214,pye3d 0.3.0 real-time,90.43663620968279,155.27374986392678,35.315065466919734,39.23624687729214,179.02768591391109,3.5556440814654655,1.0,,-2.841247538055094,4.222551548746946,44.30425044869154,10.392304845413264,-6.38329390666822,3.8219750925501255,34.54241424717006,-0.34083357073348747,-0.038545487469376756,-0.939333126455577,1.7778220407327328,1.6093513655074274,-1.918869380023645,138.06793073046845,152.23103019981002,189.95860946412566,189.95860946412566,0.0
222592.977923,2,0,1.0,0.283029151808215,0.35431021019374564,39.41411942684258,pye3d 0.3.0 real-time,90.5693285786288,154.96554955350103,35.38391127522561,39.41411942684258,178.1171223717156,3.571565560290912,1.0,,-2.841247538055094,4.222551548746946,44.30425044869154,10.392304845413264,-6.446959236502962,3.9037917063970626,34.562729247637705,-0.3469597699531765,-0.03067268013125795,-0.937378314624146,1.785782780145456,1.6014738185077617,-1.9252980316316217,138.06793073046845,152.23103019981002,189.95860946412566,189.95860946412566,0.0
222592.977923,2,0,1.0,0.2828008413314819,0.354520034790039,39.33211135864258,2d c++,90.49626922607422,154.91519165039062,36.75014114379883,39.33211135864258,170.94375610351568,,,,,,,,,,,,,,,,,,,,,
222592.98614899997,2,0,0.8944763541221619,0.28209303569205135,0.3527578327854528,39.76183329866942,pye3d 0.3.0 real-time,90.26977142145644,155.33812013149134,35.612344596771344,39.76183329866942,177.31926175558027,3.6037518056601696,1.0,,-2.841247538055094,4.222551548746946,44.30425044869154,10.392304845413264,-6.491178573112859,3.9671695338096753,34.57734017534324,-0.3512147776023617,-0.024574145845037025,-0.935972377450163,1.8018759028300848,1.5953729466535742,-1.929777862206722,138.06793073046845,152.23103019981002,189.95860946412566,189.95860946412566,0.0
222592.98614899997,2,0,0.8944763541221619,0.2820720195770264,0.3526741027832031,39.79228210449219,2d c++,90.26304626464844,155.35821533203125,35.762298583984375,39.79228210449219,179.93777465820312,,,,,,,,,,,,,,,,,,,,,
222592.993922,3,0,0.9731976389884949,0.2792891899248123,0.35174718869306376,39.987869644630806,pye3d 0.3.0 real-time,89.37254077593992,155.5806747136647,35.5646867289136,39.987869644630806,176.20962712413112,3.625926341908893,1.0,,-2.841247538055094,4.222551548746946,44.30425044869154,10.392304845413264,-6.620000688519246,4.067002402507184,34.62453820653468,-0.3636106914369374,-0.014967723575623893,-0.9314307447812294,1.8129631709544465,1.5857646093035809,-1.9429810329310466,138.06793073046845,152.23103019981002,189.95860946412566,189.95860946412566,0.0
222592.993922,3,0,0.9731976389884949,0.2793994426727295,0.351927121480306,39.94136428833008,2d c++,89.40782165527344,155.53749084472656,34.53384017944336,39.94136428833008,171.2147216796875,,,,,,,,,,,,,,,,,,,,,
222593.002009,3,0,0.8716621994972229,0.27941774002968367,0.35273144933120315,40.18256382388819,pye3d 0.3.0 real-time,89.41367680949877,155.34445216051125,35.65795977035001,40.18256382388819,175.9712149915496,3.6431679701336663,1.0,,-2.841247538055094,4.222551548746946,44.30425044869154,10.392304845413264,-6.667318742181006,4.094036718006823,34.642746265634,-0.3681638732734618,-0.012366345353778193,-0.9296786734774942,1.8215839850668332,1.5831629873606807,-1.9478600172838625,138.06793073046845,152.23103019981002,189.95860946412566,189.95860946412566,0.0
222593.002009,3,0,0.8716621994972229,0.27961277961730957,0.3527971267700195,40.17208480834961,2d c++,89.47608947753906,155.3286895751953,33.833839416503906,40.17208480834961,174.1227569580078,,,,,,,,,,,,,,,,,,,,,
222593.00994599998,4,0,0.8637698888778687,0.2806258201599121,0.35192337036132815,39.27735900878906,2d c++,89.80026245117188,155.53839111328125,34.2715950012207,39.27735900878906,174.80644226074224,,,,,,,,,,,,,,,,,,,,,
222593.00994599998,4,0,0.8637698888778687,0.28055314889299193,0.35187504775264666,39.28984115383064,pye3d 0.3.0 real-time,89.77700764575742,155.5499885393648,34.897019579911685,39.28984115383064,176.29787345823166,3.559744819189545,1.0,,-2.841247538055094,4.222551548746946,44.30425044869154,10.392304845413264,-6.657092481318669,4.058742830210212,34.639236528748064,-0.3671798508631829,-0.015762501290465164,-0.9300163980668077,1.7798724095947724,1.586559480874194,-1.9468206458606339,138.06793073046845,152.23103019981002,189.95860946412566,189.95860946412566,0.0
222593.017776,4,0,0.6900441646575928,0.27953672409057617,0.3521388371785482,39.242149353027344,2d c++,89.45175170898438,155.48667907714844,33.26365280151367,39.242149353027344,173.70097351074224,,,,,,,,,,,,,,,,,,,,,
222593.017776,4,0,0.6,0.28123250187309645,0.3547875923551247,40.4892867220704,pye3d 0.3.0 real-time,89.99440059939087,154.85097783477008,35.65584319496148,40.4892867220704,1.925847146616789,3.6606549115105986,1.0,,-2.841247538055094,4.222551548746946,44.30425044869154,10.392304845413264,-6.815966234167816,3.5483401406428596,34.72578239456335,-0.3824674848589531,-0.06487602299326846,-0.921688518245857,1.8303274557552993,1.6357179456309099,-1.964135712824496,138.06793073046845,152.23103019981002,189.95860946412566,189.95860946412566,0.0
222593.02593099998,5,0,0.9450955986976624,0.27922377586364744,0.35128752390543616,39.51443862915039,2d c++,89.35160827636719,155.6909942626953,34.51536560058594,39.51443862915039,179.79661560058594,,,,,,,,,,,,,,,,,,,,,
222593.02593099998,5,0,0.9450955986976624,0.2791709025521912,0.35141051033678505,39.46977486740193,pye3d 0.3.0 real-time,89.33468881670117,155.6614775191716,34.957854762446445,39.46977486740193,176.44644659154983,3.5766371512578514,1.0,,-2.841247538055094,4.222551548746946,44.30425044869154,10.392304845413264,-6.705474869124824,4.046716292150529,34.658690377013414,-0.371835448300503,-0.016919755454828093,-0.928144450644679,1.7883185756289257,1.5877168896463856,-1.9518391320349524,138.06793073046845,152.23103019981002,189.95860946412566,189.95860946412566,0.0
222593.037865,6,0,0.8425118327140808,0.27961392402648927,0.3526649475097656,39.176368713378906,2d c++,89.47645568847656,155.36041259765625,34.20964050292969,39.176368713378906,178.73318481445312,,,,,,,,,,,,,,,,,,,,,
