# timestamps [seconds],pts
10095.292074,465562
10095.324001,467654
10095.356065,469755
10095.391974,472109
10095.423987,474207
10095.460061,476571
10095.492021,478665
10095.523919,480756
10095.559995,483120
10095.591962,485215
10095.623935,487310
10095.659900,489667
10095.692435,491799
10095.728098,494136
10095.760064,496231
10095.791988,498323
10095.828560,500720
10095.859940,502777
10095.892342,504900
10095.928110,507244
10095.959950,509331
10095.996092,511699
10096.028228,513805
10096.059909,515882
10096.096095,518253
10096.128016,520345
10096.159901,522435
10096.196243,524816
10096.228203,526911
10096.265061,529326
10096.296141,531363
10096.329118,533524
10096.364825,535864
10096.396161,537918
10096.427982,540003
10096.464076,542369
10096.496020,544462
10096.531962,546818
10096.564097,548924
10096.596027,551016
10096.631973,553372
10096.664054,555474
10096.699936,557826
10096.731940,559923
10096.764019,562025
10096.800070,564388
10096.831913,566475
10096.864099,568584
10096.899922,570932
10096.931910,573028
10096.967977,575392
10096.999942,577487
10097.031928,579583
10097.067905,581941
10097.099887,584037
10097.131992,586141
10097.167928,588496
10097.199995,590597
10097.236159,592967
10097.267911,595048
10097.299966,597149
10097.336221,599525
10097.367985,601606
10097.399899,603698
10097.436237,606079
10097.467854,608151
10097.504018,610521
10097.536135,612626
10097.567838,614704
10097.603902,617067
10097.636149,619181
10097.667928,621263
10097.704066,623631
10097.735988,625723
10097.772027,628085
10097.803898,630174
10097.835990,632277
10097.872038,634640
10097.904176,636746
10097.936162,638842
10097.972138,641200
10098.003900,643281
10098.039907,645641
10098.072020,647745
10098.104083,649847
10098.139995,652200
10098.172008,654298
10098.208080,656662
10098.239889,658747
10098.272041,660854
10098.308040,663213
10098.340061,665311
10098.372067,667409
10098.408053,669767
10098.439953,671858
10098.475981,674219
10098.507952,676314
10098.539938,678410
10098.575960,680771
10098.608097,682877
10098.639953,684965
10098.675926,687322
10098.708077,689429
10098.744119,691791
10098.776002,693881
10098.808104,695985
10098.843849,698327
10098.876110,700441
10098.907981,702530
10098.945276,704974
10098.975976,706986
10099.011912,709341
10099.043935,711440
10099.075914,713536
10099.111990,715900
10099.144029,717999
10099.175904,720088
10099.212064,722458
10099.243871,724543
10099.280065,726915
10099.312310,729028
10099.344065,731109
10099.380129,733472
10099.411935,735557
10099.443943,737654
10099.480030,740019
10099.512080,742120
10099.547951,744470
10099.580034,746573
10099.611896,748661
10099.648118,751035
10099.680074,753129
10099.715901,755477
10099.747941,757577
10099.780097,759684
10099.816012,762038
10099.848096,764140
10099.880044,766234
10099.915980,768589
10099.947907,770682
10099.983951,773044
10100.016125,775152
10100.048201,777254
10100.084079,779606
10100.115911,781692
10100.147925,783790
10100.184088,786160
10100.216057,788255
10100.251925,790605
10100.284096,792714
10100.315911,794799
10100.352153,797174
10100.383969,799259
10100.416126,801366
10100.452864,803774
10100.484033,805817
10100.520296,808193
10100.552106,810278
10100.583911,812362
10100.619917,814722
10100.651909,816818
10100.684140,818931
10100.720016,821282
10100.752005,823378
10100.788034,825739
10100.819956,827831
10100.851895,829924
10100.888172,832302
10100.920306,834408
10100.952105,836492
10100.988009,838845
10101.019933,840937
10101.056151,843310
10101.088167,845409
10101.120005,847495
10101.155919,849849
10101.188057,851955
10101.219935,854044
10101.255998,856407
10101.288152,858515
10101.323980,860863
10101.355906,862955
10101.388029,865060
10101.423935,867413
10101.456051,869518
10101.492133,871882
10101.523949,873968
10101.555897,876061
10101.591920,878422
10101.623995,880524
10101.656021,882623
10101.692258,884998
10101.723908,887072
10101.759935,889433
10101.792518,891568
10101.824069,893636
10101.860212,896005
10101.892822,898142
10101.924177,900196
10101.960032,902546
10101.992010,904642
10102.028384,907026
10102.059991,909097
10102.092089,911201
10102.128124,913562
10102.159946,915648
10102.191939,917744
10102.228031,920110
10102.259936,922200
10102.296020,924565
10102.328165,926672
10102.359928,928753
10102.396162,931128
10102.428031,933217
10102.459926,935307
10102.496071,937676
10102.528228,939783
10102.564064,942131
10102.596074,944229
10102.628116,946329
10102.663986,948680
10102.696121,950786
10102.728193,952888
10102.764159,955245
10102.796201,957345
10102.831885,959683
10102.864088,961794
10102.895999,963885
10102.931964,966242
10102.964029,968343
10103.000052,970704
10103.031919,972792
10103.064060,974899
10103.099972,977252
10103.131895,979344
10103.164110,981455
10103.199950,983804
10103.231980,985903
10103.267937,988260
10103.299973,990359
10103.331992,992458
10103.367919,994812
10103.399933,996910
10103.432093,999018
10103.468543,1001406
10103.500016,1003469
10103.536128,1005836
10103.567951,1007921
10103.599970,1010020
10103.636010,1012381
10103.667899,1014471
10103.699888,1016568
10103.736225,1018949
10103.767894,1021024
10103.803957,1023388
10103.836172,1025499
10103.868005,1027585
10103.904001,1029944
10103.936125,1032049
10103.967882,1034131
10104.003910,1036492
10104.036017,1038596
10104.071999,1040954
10104.104032,1043053
10104.136114,1045156
10104.172068,1047512
10104.203917,1049599
10104.236041,1051704
10104.272048,1054064
10104.304072,1056163
10104.339980,1058516
10104.372182,1060626
10104.403910,1062706
10104.439992,1065070
10104.472040,1067171
10104.507865,1069518
10104.539876,1071616
10104.572098,1073728
10104.608199,1076094
10104.639917,1078172
10104.672100,1080282
10104.707909,1082628
10104.739908,1084725
10104.775883,1087083
10104.808049,1089191
10104.840020,1091286
10104.875853,1093635
10104.907905,1095735
10104.939947,1097835
10104.975911,1100192
10105.007957,1102292
10105.043956,1104651
10105.075897,1106744
10105.107888,1108841
10105.144155,1111218
10105.175988,1113304
10105.208071,1115406
10105.244004,1117761
10105.276011,1119859
10105.311969,1122215
10105.344070,1124319
10105.375943,1126408
10105.411878,1128763
10105.443940,1130864
10105.475893,1132958
10105.512030,1135326
10105.544055,1137425
10105.580045,1139784
10105.612016,1141879
10105.643943,1143971
10105.680083,1146340
10105.712167,1148442
10105.744047,1150532
10105.780097,1152894
10105.811930,1154980
10105.848099,1157351
10105.880051,1159445
10105.912158,1161549
10105.947917,1163892
10105.980111,1166002
10106.011910,1168086
10106.047983,1170450
10106.080077,1172553
10106.115862,1174899
10106.147984,1177004
10106.180123,1179110
10106.216120,1181469
10106.248157,1183568
10106.284385,1185943
10106.315978,1188013
10106.347940,1190108
10106.383985,1192470
10106.415966,1194566
10106.448051,1196669
10106.484280,1199043
10106.515961,1201119
10106.552109,1203488
10106.583876,1205570
10106.616169,1207686
10106.651925,1210029
10106.684029,1212133
10106.715896,1214222
10106.752059,1216592
10106.783905,1218679
10106.819867,1221035
10106.852044,1223144
10106.884082,1225244
10106.920052,1227601
10106.952014,1229696
10106.983857,1231783
10107.019962,1234149
10107.051920,1236243
10107.087923,1238603
10107.120242,1240721
10107.152027,1242804
10107.187957,1245158
10107.219890,1247251
10107.251874,1249347
10107.288072,1251719
10107.320031,1253814
10107.355911,1256165
10107.388068,1258273
10107.419890,1260358
10107.456130,1262733
10107.488049,1264825
10107.520166,1266930
10107.555932,1269274
10107.587990,1271374
10107.623929,1273730
10107.656215,1275846
10107.688143,1277938
10107.723896,1280281
10107.755875,1282377
10107.791897,1284737
10107.823934,1286837
10107.856105,1288945
10107.892282,1291316
10107.923990,1293394
10107.955863,1295483
10107.991897,1297844
10108.023909,1299942
10108.059917,1302302
10108.092323,1304426
10108.123912,1306496
10108.159983,1308860
10108.191960,1310956
10108.224063,1313059
10108.259902,1315408
10108.292142,1317521
10108.328050,1319874
10108.359980,1321967
10108.391868,1324057
10108.428115,1326432
10108.459894,1328515
10108.492058,1330623
10108.528273,1332996
10108.559871,1335067
10108.596158,1337445
10108.628111,1339539
10108.659922,1341624
10108.696188,1344000
10108.728088,1346091
10108.759920,1348177
10108.796028,1350543
10108.828127,1352647
10108.863970,1354996
10108.896133,1357104
10108.928042,1359195
10108.964221,1361566
10108.996103,1363655
10109.028095,1365752
10109.064043,1368108
10109.095986,1370201
10109.131891,1372554
10109.163984,1374657
10109.196154,1376765
10109.232027,1379116
10109.264232,1381227
10109.296258,1383326
10109.331850,1385658
10109.364050,1387769
10109.400031,1390127
10109.431879,1392214
10109.464151,1394329
10109.499884,1396670
10109.531901,1398769
10109.567891,1401127
10109.599904,1403225
10109.631941,1405325
10109.667876,1407680
10109.699888,1409778
10109.731890,1411875
10109.767878,1414233
10109.799875,1416330
10109.835960,1418695
10109.867865,1420786
10109.899985,1422891
10109.935993,1425251
10109.967871,1427340
10109.999886,1429438
10110.036040,1431807
10110.067865,1433893
10110.104011,1436262
10110.136119,1438366
10110.167877,1440447
10110.203911,1442809
10110.236027,1444914
10110.267873,1447001
10110.304081,1449373
10110.336009,1451466
10110.371973,1453823
10110.403865,1455913
10110.436133,1458027
10110.472012,1460379
10110.504036,1462478
10110.536142,1464582
10110.572147,1466941
10110.603926,1469024
10110.639906,1471382
10110.672032,1473487
10110.704039,1475585
10110.740009,1477942
10110.772151,1480048
10110.804017,1482137
10110.839948,1484492
10110.872107,1486599
10110.907947,1488948
10110.939968,1491046
10110.972149,1493155
10111.008284,1495523
10111.039823,1497590
10111.075895,1499954
10111.108896,1502117
10111.139859,1504146
10111.176066,1506519
10111.208259,1508629
10111.239943,1510705
10111.276082,1513074
10111.307868,1515157
10111.344149,1517534
10111.376142,1519631
10111.408239,1521734
10111.444930,1524139
10111.475980,1526174
10111.507900,1528266
10111.545233,1530712
10111.575892,1532722
10111.611996,1535088
10111.643953,1537182
10111.675933,1539278
10111.712059,1541645
10111.744111,1543746
10111.775906,1545830
10111.812842,1548250
10111.843907,1550286
10111.880226,1552666
10111.912097,1554755
10111.943993,1556845
10111.980524,1559239
10112.011933,1561298
10112.043869,1563390
10112.080139,1565767
10112.112095,1567862
10112.147884,1570207
10112.179958,1572309
10112.211874,1574401
10112.248033,1576770
10112.280046,1578868
10112.311949,1580959
10112.348508,1583355
10112.380167,1585430
10112.416125,1587786
10112.448173,1589887
10112.480056,1591976
10112.515910,1594326
10112.547961,1596426
10112.583872,1598780
10112.615970,1600883
10112.648177,1602994
10112.683994,1605341
10112.715900,1607432
10112.747862,1609527
10112.783919,1611890
10112.815980,1613991
10112.851869,1616343
10112.883984,1618447
10112.915881,1620538
10112.952153,1622915
10112.983884,1624994
10113.016226,1627114
10113.051901,1629452
10113.084185,1631568
10113.119941,1633911
10113.152045,1636015
10113.183903,1638103
10113.219884,1640461
10113.251927,1642561
10113.284191,1644675
