# timestamps [seconds],pts
10100.150841,783916
10100.159154,784461
10100.166901,784968
10100.174920,785494
10100.187083,786291
10100.194959,786807
10100.203038,787337
10100.211119,787866
10100.218989,788382
10100.226995,788907
10100.235023,789433
10100.243368,789980
10100.251115,790487
10100.259059,791008
10100.271079,791796
10100.279220,792329
10100.287041,792842
10100.295147,793373
10100.303083,793893
10100.311400,794438
10100.318837,794925
10100.327079,795466
10100.334990,795984
10100.343232,796524
10100.354849,797286
10100.362897,797813
10100.370949,798341
10100.379028,798870
10100.387038,799395
10100.395077,799922
10100.403201,800454
10100.411205,800979
10100.419056,801493
10100.426892,802007
10100.439062,802804
10100.446945,803321
10100.454941,803845
10100.463086,804379
10100.471126,804906
10100.479056,805425
10100.487080,805951
10100.495177,806482
10100.504055,807064
10100.517065,807916
10100.522886,808298
10100.530893,808823
10100.539039,809356
10100.547330,809900
10100.554897,810396
10100.562897,810920
10100.570860,811442
10100.578975,811974
10100.587021,812501
10100.595279,813042
10100.607274,813828
10100.615204,814348
10100.622949,814855
10100.631138,815392
10100.639096,815914
10100.646896,816425
10100.655007,816956
10100.662994,817480
10100.671191,818017
10100.679275,818547
10100.691129,819324
10100.698996,819839
10100.707004,820364
10100.715015,820889
10100.722848,821402
10100.730876,821928
10100.739139,822470
10100.746795,822972
10100.754939,823505
10100.762928,824029
10100.774921,824815
10100.782896,825338
10100.791166,825880
10100.799136,826402
10100.807034,826919
10100.814955,827439
10100.823266,827983
10100.831087,828496
10100.839111,829022
10100.847167,829550
10100.858939,830321
10100.866990,830849
10100.875077,831379
10100.883259,831915
10100.891066,832427
10100.899208,832960
10100.906980,833469
10100.915098,834001
10100.922942,834516
10100.930885,835036
10100.943614,835870
10100.950997,836354
10100.959389,836904
10100.966926,837398
10100.974990,837926
10100.982878,838443
10100.990977,838974
10100.999090,839506
10101.007105,840031
10101.015004,840549
10101.027257,841352
10101.035066,841864
10101.043246,842400
10101.051009,842908
10101.059123,843440
10101.067009,843957
10101.075246,844497
10101.083127,845013
10101.091073,845534
10101.099083,846059
10101.111187,846852
10101.118870,847356
10101.127039,847891
10101.135328,848434
10101.143237,848953
10101.150934,849457
10101.160679,850096
10101.174271,850986
10101.177724,851213
10101.182908,851552
10101.195020,852346
10101.202975,852867
10101.211044,853396
10101.219099,853924
10101.227088,854448
10101.234997,854966
10101.242977,855489
10101.250922,856010
10101.259137,856548
10101.267240,857079
10101.279125,857858
10101.286982,858373
10101.294996,858898
10101.302992,859422
10101.311272,859965
10101.319032,860473
10101.326947,860992
10101.335250,861536
10101.343175,862055
10101.350853,862559
10101.362946,863351
10101.370855,863869
10101.378912,864398
10101.387392,864953
10101.395147,865461
10101.402976,865975
10101.411068,866505
10101.419007,867025
10101.427027,867551
10101.435012,868074
10101.447048,868863
10101.455062,869388
10101.463010,869909
10101.471161,870443
10101.479262,870974
10101.486931,871477
10101.495089,872011
10101.503156,872540
10101.511059,873058
10101.518954,873575
10101.530874,874356
10101.539159,874899
10101.546960,875411
10101.554944,875934
10101.562895,876455
10101.570853,876976
10101.578947,877507
10101.587095,878041
10101.594952,878556
10101.603134,879092
10101.615192,879882
10101.623043,880397
10101.631200,880931
10101.638961,881440
10101.647039,881969
10101.655133,882500
10101.663028,883017
10101.671162,883550
10101.679082,884069
10101.687246,884604
10101.699057,885378
10101.707258,885916
10101.715113,886430
10101.722831,886936
10101.730890,887464
10101.738981,887995
10101.747011,888521
10101.754925,889040
10101.763009,889569
10101.770867,890084
10101.782999,890879
10101.791202,891417
10101.799099,891934
10101.807228,892467
10101.815236,892992
10101.823258,893518
10101.831009,894026
10101.840178,894627
10101.854433,895561
10101.857708,895775
10101.867209,896398
10101.875045,896912
10101.883203,897446
10101.891096,897963
10101.899071,898486
10101.907033,899008
10101.915123,899538
10101.923066,900059
10101.930893,900572
10101.940575,901206
10101.953292,902040
10101.959064,902418
10101.966992,902937
10101.975041,903465
10101.983001,903986
10101.991253,904527
10101.999313,905055
10102.007206,905573
10102.015055,906087
10102.022968,906606
10102.035186,907406
10102.044060,907988
10102.051250,908459
10102.059015,908968
10102.067082,909497
10102.075638,910057
10102.089942,910995
10102.094006,911261
10102.099121,911596
10102.107038,912115
10102.118950,912896
10102.127191,913436
10102.135200,913961
10102.143036,914474
10102.150964,914994
10102.159103,915527
10102.166859,916036
10102.174877,916561
10102.182851,917084
10102.191028,917620
10102.203126,918412
10102.210997,918928
10102.219275,919471
10102.226962,919974
10102.235085,920507
10102.243214,921040
10102.251052,921553
10102.258977,922073
10102.267058,922602
10102.274958,923120
10102.287276,923927
10102.295216,924447
10102.303052,924961
10102.311278,925500
10102.318922,926001
10102.326984,926529
10102.335249,927071
10102.343074,927584
10102.350930,928099
10102.358945,928624
10102.370928,929409
10102.378938,929934
10102.387094,930469
10102.395083,930992
10102.418800,932547
10102.424696,932933
10102.428094,933156
10102.435072,933613
10102.443024,934134
10102.455239,934935
10102.463034,935445
10102.471172,935979
10102.479065,936496
10102.487063,937020
10102.495046,937543
10102.503040,938067
10102.510977,938587
10102.518974,939111
10102.527132,939646
10102.539021,940425
10102.546852,940938
10102.554973,941471
10102.562800,941984
10102.570841,942511
10102.578893,943038
10102.587010,943570
10102.594944,944090
10102.603037,944621
10102.611033,945145
10102.623209,945943
10102.631162,946464
10102.638967,946975
10102.647177,947513
10102.655183,948038
10102.663030,948552
10102.671108,949082
10102.679374,949623
10102.687045,950126
10102.695090,950653
10102.707086,951439
10102.714929,951953
10102.722906,952476
10102.730861,952997
10102.739196,953544
10102.746889,954048
10102.755001,954580
10102.762891,955097
10102.770885,955620
10102.778868,956144
10102.791028,956941
10102.799191,957475
10102.807063,957991
10102.815072,958516
10102.823114,959043
10102.830968,959558
10102.839043,960087
10102.847052,960612
10102.855024,961135
10102.863063,961661
10102.874958,962441
10102.883204,962981
10102.891229,963507
10102.898971,964015
10102.907015,964542
10102.915179,965077
10102.922916,965584
10102.930895,966107
10102.939174,966649
10102.946874,967154
10102.959130,967957
10102.966911,968467
10102.974864,968988
